original_response,id,declarative,gen_ans,gen_ans_id,gt_ans,gt_ans_id,hallucinated
Providence is the city in the United States where H.P. Lovecraft was born.,3017,providence is the city in the united states where h.p. lovecraft was born.,,,['providence'],[943],0
"The Mexico City based institution of higher learning, Club Universidad Nacional, is the owner of the soccer club.",3018,"the mexico city based institution of higher learning, club universidad nacional, is the owner of the soccer club.",,,['club universidad nacional'],[15513],0
Armenians is the shared-ethnicity group to which Atom Egoyan belongs.,3027,armenians is the shared-ethnicity group to which atom egoyan belongs.,,,['armenians'],[8020],0
"New York, I Love You is a Vivendi production.",3028,"new york, i love you is a vivendi production.",,,"['new york, i love you']",[5506],0
Tabla is an instrument class that was/is used by Bappi Lahiri.,3029,tabla is an instrument class that was/is used by bappi lahiri.,,,['tabla'],[3439],0
Jared Harris is the son of Richard Harris (the one that was nominated for Grammy Award for Best Male Pop Vocal Performance).,3031,jared harris is the son of richard harris (the one that was nominated for grammy award for best male pop vocal performance).,,,['jared harris'],[7492],0
The official language of Joseon is Korean.,3038,the official language of joseon is korean.,,,['korean'],[3630],0
"Satellite Award for Best Original Screenplay was won by George Clooney, which was also a win for Lost in Translation.",3040,"satellite award for best original screenplay was won by george clooney, which was also a win for lost in translation.",,,['satellite award for best original screenplay'],[8405],0
Amy Robach was born in the United States city that sits in Berrien County.,3042,amy robach was born in the united states city that sits in berrien county.,,,['amy robach'],[3189],0
The 2011 Libyan Civil War took place in Libya.,3043,the 2011 libyan civil war took place in libya.,,,['2011 libyan civil war'],[7290],0
"Manish Malhotra is a costume designer who is a citizen of India, which has a diplomatic relationship with Tanzania.",3044,"manish malhotra is a costume designer who is a citizen of india, which has a diplomatic relationship with tanzania.",,,['manish malhotra'],[15197],0
Viacom is the agent that owns the film production company that is An Inconvenient Truth's distributor.,3046,viacom is the agent that owns the film production company that is an inconvenient truth's distributor.,,,['viacom'],[3486],0
Jumper is set in the administrative division of People's Republic of China named Hong Kong and stars Hayden Christensen.,3048,jumper is set in the administrative division of people's republic of china named hong kong and stars hayden christensen.,,,['jumper'],[17217],0
Stade de Reims is the affiliation football club whose headquarter area is the huge city that's the twinned authoritative body of Canterbury.,3050,stade de reims is the affiliation football club whose headquarter area is the huge city that's the twinned authoritative body of canterbury.,,,['stade de reims'],[11040],0
"The visual artwork ""Coming to America"" has the narrative location that is where Al Roker was born.",3053,"the visual artwork ""coming to america"" has the narrative location that is where al roker was born.",,,['coming to america'],[9872],0
The name of the university that is the education place of Neil Simon and Roger Birnbaum is University of Denver.,3055,the name of the university that is the education place of neil simon and roger birnbaum is university of denver.,,,['university of denver'],[13089],0
The historic county of England that is the origin of the name the administrative territorial entity that has Middletown as the capital is Middlesex.,3056,the historic county of england that is the origin of the name the administrative territorial entity that has middletown as the capital is middlesex.,,,['middlesex'],[6536],0
John Hughes was born in the city that is a part of Prince Edward Island.,3058,john hughes was born in the city that is a part of prince edward island.,,,['john hughes'],[9253],0
Gary Cooper is a Houston Astros team member who is a native of Lynwood.,3061,gary cooper is a houston astros team member who is a native of lynwood.,,,['gary cooper'],[15651],0
The cello is a bowed string instrument whose famous person is Mstislav Rostropovich.,3062,the cello is a bowed string instrument whose famous person is mstislav rostropovich.,,,['cello'],[14883],0
The Da Vinci Code is a written work that is where the name of the visual artwork that is shot in King's College London came from.,3063,the da vinci code is a written work that is where the name of the visual artwork that is shot in king's college london came from.,,,['the da vinci code'],[4620],0
"Charles Cornwallis, 1st Marquess Cornwallis works as an official.",3067,"charles cornwallis, 1st marquess cornwallis works as an official.",,,"['charles cornwallis, 1st marquess cornwallis']",[8441],0
Courage Under Fire was shot in a United States city and is the formation location of The Mars Volta.,3068,courage under fire was shot in a united states city and is the formation location of the mars volta.,,,['courage under fire'],[7966],0
Michelle Yeoh has Malaysian citizenship.,3073,michelle yeoh has malaysian citizenship.,,,['michelle yeoh'],[15144],0
Agra is famous as the site where the Taj Mahal was constructed.,3079,agra is famous as the site where the taj mahal was constructed.,,,['agra'],[13251],0
Calista Flockhart is married to Harrison Ford.,3085,calista flockhart is married to harrison ford.,,,['harrison ford'],[11262],0
The land estate that is the industry that the business that is the production company of Detective Conan: captured in her eyes is a part of is the movie theater.,3087,the land estate that is the industry that the business that is the production company of detective conan: captured in her eyes is a part of is the movie theater.,,,['movie theater'],[14343],0
The BIFA Award for Best British Independent Film was nominated for We Need to Talk About Kevin.,3088,the bifa award for best british independent film was nominated for we need to talk about kevin.,,,['bifa award for best british independent film'],[3491],0
The administrative territorial entity that contains the liberal arts college in the United States where Ron Paul received his education is Gettysburg.,3089,the administrative territorial entity that contains the liberal arts college in the united states where ron paul received his education is gettysburg.,,,['gettysburg'],[1069],0
Portland is the capital of Multnomah County in the United States.,3091,portland is the capital of multnomah county in the united states.,,,['portland'],[12388],0
The Vampire Diaries is executive produced by Kevin Williamson.,3093,the vampire diaries is executive produced by kevin williamson.,,,['the vampire diaries'],[9588],0
A glockenspiel is used by famous people such as Lily Allen.,3094,a glockenspiel is used by famous people such as lily allen.,,,['glockenspiel'],[12441],0
John Michael Higgins studied at Amherst College.,3095,john michael higgins studied at amherst college.,,,['amherst college'],[5276],0
The Prime Minister of the United Kingdom position is held by Tony Blair.,3097,the prime minister of the united kingdom position is held by tony blair.,,,['prime minister of the united kingdom'],[6788],0
The Florida Department of Environmental Protection is located in the city where T-Pain was born in the United States.,3100,the florida department of environmental protection is located in the city where t-pain was born in the united states.,,,['florida department of environmental protection'],[11963],0
"Buddy Guy records on Chess Records which is headquartered in Chicago, the birthplace of Ray Stark.",3102,"buddy guy records on chess records which is headquartered in chicago, the birthplace of ray stark.",,,['chess records'],[12408],0
"The soccer club D.C. United is headquartered in Washington, D.C.",3104,"the soccer club d.c. united is headquartered in washington, d.c.",,,['d.c. united'],[15510],0
The capital of the Italian region where A.C. Perugia Calcio is headquartered is Umbria.,3105,the capital of the italian region where a.c. perugia calcio is headquartered is umbria.,,,['umbria'],[262],0
The Crying Game was screenwritten by Neil Jordan.,3106,the crying game was screenwritten by neil jordan.,,,['neil jordan'],[16343],0
The Imperial Japanese Army is the army of the Empire of Japan.,3107,the imperial japanese army is the army of the empire of japan.,,,['imperial japanese army'],[11608],0
contemporary worship music is the type of Christian music that Kuk Harrell participates in.,3112,contemporary worship music is the type of christian music that kuk harrell participates in.,,,['contemporary worship music'],[10335],0
Ray Bradbury influenced the person who is the screenwriter of Alien: Resurrection.,3114,ray bradbury influenced the person who is the screenwriter of alien: resurrection.,,,['ray bradbury'],[7207],0
Galileo Galilei is an employee of the University of Padua.,3117,galileo galilei is an employee of the university of padua.,,,['galileo galilei'],[13459],0
Steve Martin is the screenwriter of The Pink Panther 2.,3118,steve martin is the screenwriter of the pink panther 2.,,,['steve martin'],[8996],0
